DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,NAME
2021-10-20,20-080,TOR,HOME,WAS,L (-15),1,32:32,5,13,.385,0,1,.000,2,3,.667,3,6,9,1,1,0,6,5,12,2.1,-11,Scottie Barnes
2021-10-22,20-082,TOR,AWAY,BOS,W (+32),1,35:29,11,17,.647,1,2,.500,2,2,1.000,6,7,13,2,0,0,1,1,25,23.8,+29,Scottie Barnes
2021-10-23,20-083,TOR,HOME,DAL,L (-8),1,29:34,6,12,.500,0,2,.000,5,7,.714,4,4,8,2,0,0,0,5,17,13.6,+7,Scottie Barnes
2021-10-25,20-085,TOR,HOME,CHI,L (-3),1,39:01,6,8,.750,0,1,.000,1,2,.500,1,3,4,0,1,1,6,2,13,5.9,-10,Scottie Barnes
2021-10-27,20-087,TOR,HOME,IND,W (+18),1,36:07,8,17,.471,0,0,,2,2,1.000,3,4,7,7,0,2,2,3,18,15.7,+6,Scottie Barnes
2021-10-29,20-089,TOR,HOME,ORL,W (+1),1,36:47,9,14,.643,1,2,.500,2,2,1.000,2,7,9,1,2,1,1,1,21,20.3,-13,Scottie Barnes
2021-10-30,20-090,TOR,AWAY,IND,W (+3),1,34:44,9,17,.529,0,1,.000,3,6,.500,2,10,12,1,1,0,1,2,21,15.8,+1,Scottie Barnes
2021-11-01,20-092,TOR,AWAY,NYK,W (+9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Scottie Barnes
2021-11-03,20-094,TOR,AWAY,WAS,W (+9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Scottie Barnes
2021-11-05,20-096,TOR,HOME,CLE,L (-1),1,38:21,7,19,.368,0,0,,0,0,,6,3,9,4,1,2,0,1,14,13.4,+5,Scottie Barnes
2021-11-07,20-098,TOR,HOME,BRK,L (-13),1,30:36,4,7,.571,0,1,.000,0,0,,1,6,7,4,5,0,1,5,8,12.0,-7,Scottie Barnes
2021-11-10,20-101,TOR,AWAY,BOS,L (-16),1,31:54,7,11,.636,0,0,,7,8,.875,1,6,7,4,0,0,3,4,21,16.4,-5,Scottie Barnes
2021-11-11,20-102,TOR,AWAY,PHI,W (+6),1,39:01,6,13,.462,0,0,,1,1,1.000,6,3,9,4,1,2,2,2,13,13.8,+11,Scottie Barnes
2021-11-13,20-104,TOR,HOME,DET,L (-6),1,38:07,4,10,.400,0,0,,3,4,.750,1,5,6,4,1,0,3,2,11,7.4,-5,Scottie Barnes
2021-11-15,20-106,TOR,AWAY,POR,L (-5),1,39:30,6,14,.429,0,1,.000,6,6,1.000,1,7,8,2,0,0,3,2,18,11.0,-7,Scottie Barnes
2021-11-18,20-109,TOR,AWAY,UTA,L (-16),1,35:08,5,11,.455,0,2,.000,0,0,,4,2,6,6,1,0,2,1,10,10.5,-10,Scottie Barnes
2021-11-19,20-110,TOR,AWAY,SAC,W (+19),1,33:09,1,8,.125,0,0,,0,0,,1,6,7,6,1,1,0,2,2,4.4,+2,Scottie Barnes
2021-11-21,20-112,TOR,AWAY,GSW,L (-15),1,28:17,3,11,.273,2,3,.667,2,7,.286,5,8,13,5,2,0,2,4,10,9.3,-18,Scottie Barnes
2021-11-24,20-115,TOR,AWAY,MEM,W (+13),1,39:05,8,14,.571,1,3,.333,0,0,,3,6,9,3,0,0,3,1,17,13.0,+18,Scottie Barnes
2021-11-26,20-117,TOR,AWAY,IND,L (-17),1,35:29,5,9,.556,0,0,,7,9,.778,3,4,7,4,2,1,1,4,17,18.1,-13,Scottie Barnes
2021-11-28,20-119,TOR,HOME,BOS,L (-12),1,37:17,7,16,.438,4,9,.444,3,4,.750,5,2,7,3,2,1,3,3,21,16.9,-22,Scottie Barnes
2021-11-30,20-121,TOR,HOME,MEM,L (-7),1,37:50,8,16,.500,3,6,.500,0,0,,2,5,7,3,2,4,4,1,19,16.4,-11,Scottie Barnes
2021-12-02,20-123,TOR,HOME,MIL,W (+4),1,38:48,5,9,.556,3,6,.500,0,0,,2,5,7,4,3,1,0,5,13,16.1,+1,Scottie Barnes
2021-12-05,20-126,TOR,HOME,WAS,W (+12),1,36:54,5,10,.500,0,2,.000,1,2,.500,1,5,6,1,0,1,1,5,11,6.2,+11,Scottie Barnes
2021-12-08,20-129,TOR,HOME,OKC,L (-1),1,38:53,8,17,.471,2,7,.286,0,0,,3,5,8,5,1,2,1,1,18,17.4,-8,Scottie Barnes
2021-12-10,20-131,TOR,HOME,NYK,W (+3),1,41:16,6,12,.500,0,1,.000,0,0,,4,11,15,3,2,2,1,4,12,15.0,+14,Scottie Barnes
2021-12-13,20-134,TOR,HOME,SAC,W (+23),1,32:01,6,14,.429,1,2,.500,3,4,.750,0,3,3,2,0,5,0,4,16,12.4,+19,Scottie Barnes
2021-12-14,20-135,TOR,AWAY,BRK,L (-2),1,44:04,7,13,.538,3,5,.600,6,8,.750,7,5,12,5,0,0,2,4,23,22.2,-7,Scottie Barnes
2021-12-18,20-139,TOR,HOME,GSW,W (+19),1,32:47,8,12,.667,0,2,.000,5,7,.714,4,4,8,6,0,0,1,3,21,21.0,+26,Scottie Barnes
2021-12-26,20-147,TOR,AWAY,CLE,L (-45),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Scottie Barnes
2021-12-28,20-149,TOR,HOME,PHI,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Scottie Barnes
2021-12-31,20-152,TOR,HOME,LAC,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Scottie Barnes
2022-01-02,20-154,TOR,HOME,NYK,W (+15),1,29:36,4,9,.444,2,5,.400,3,4,.750,1,3,4,0,1,1,4,2,13,6.4,+19,Scottie Barnes
2022-01-04,20-156,TOR,HOME,SAS,W (+25),1,32:49,4,7,.571,0,2,.000,3,4,.750,2,7,9,8,1,1,1,4,11,15.5,+15,Scottie Barnes
