DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,NAME
2022-12-15,24-173,MEM,HOME,MIL,W (+41),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Desmond Bane
2022-12-17,24-175,MEM,AWAY,OKC,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Desmond Bane
2022-12-20,24-178,MEM,AWAY,DEN,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Desmond Bane
2022-12-23,24-181,MEM,AWAY,PHO,W (+25),1,24:21,4,13,.308,2,8,.250,7,7,1.000,0,3,3,2,1,0,1,4,17,10.2,+8,Desmond Bane
2022-12-25,24-183,MEM,AWAY,GSW,L (-14),1,24:25,2,13,.154,0,7,.000,5,6,.833,0,3,3,0,0,1,0,3,9,0.7,-14,Desmond Bane
2022-12-27,24-185,MEM,HOME,PHO,L (-17),1,27:24,4,12,.333,0,4,.000,6,6,1.000,0,2,2,0,0,0,2,2,14,5.0,0,Desmond Bane
2022-12-29,24-187,MEM,AWAY,TOR,W (+13),1,28:32,6,13,.462,3,7,.429,1,1,1.000,1,4,5,4,2,0,1,6,16,12.6,+5,Desmond Bane
2022-12-31,24-189,MEM,HOME,NOP,W (+15),1,28:03,7,19,.368,1,6,.167,3,3,1.000,2,5,7,0,1,1,3,2,18,8.3,+8,Desmond Bane
2023-01-01,24-190,MEM,HOME,SAC,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Desmond Bane
2023-01-04,24-193,MEM,AWAY,CHO,W (+24),1,26:07,8,16,.500,2,6,.333,1,2,.500,0,11,11,4,1,0,2,3,19,14.5,+24,Desmond Bane
2023-01-05,24-194,MEM,AWAY,ORL,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Desmond Bane
2023-01-08,24-197,MEM,HOME,UTA,W (+5),1,30:44,8,18,.444,4,7,.571,4,6,.667,1,5,6,9,2,1,3,0,24,22.0,-3,Desmond Bane
2023-01-09,24-198,MEM,HOME,SAS,W (+8),1,29:04,6,16,.375,3,5,.600,0,1,.000,0,2,2,4,0,0,4,2,15,4.4,-6,Desmond Bane
2023-01-11,24-200,MEM,HOME,SAS,W (+6),1,29:34,7,14,.500,4,5,.800,0,0,,3,3,6,3,1,0,3,1,18,13.7,+10,Desmond Bane
2023-01-14,24-203,MEM,AWAY,IND,W (+18),1,29:04,10,19,.526,5,11,.455,0,0,,0,8,8,3,1,1,1,2,25,20.1,+24,Desmond Bane
2023-01-16,24-205,MEM,HOME,PHO,W (+30),1,26:57,10,12,.833,3,4,.750,5,5,1.000,0,3,3,6,2,0,2,2,28,27.9,+25,Desmond Bane
2023-01-18,24-207,MEM,HOME,CLE,W (+1),1,32:30,8,17,.471,5,8,.625,4,4,1.000,2,2,4,4,1,0,2,2,25,19.3,+7,Desmond Bane
2023-01-20,24-209,MEM,AWAY,LAL,L (-1),1,33:17,6,15,.400,2,4,.500,2,2,1.000,1,7,8,6,1,0,2,2,16,13.1,+2,Desmond Bane
2023-01-22,24-211,MEM,AWAY,PHO,L (-2),1,34:17,9,19,.474,0,6,.000,6,6,1.000,1,7,8,6,1,0,2,4,24,18.7,+11,Desmond Bane
2023-01-23,24-212,MEM,AWAY,SAC,L (-33),1,28:39,9,13,.692,3,4,.750,0,0,,1,3,4,5,1,0,4,1,21,17.2,-14,Desmond Bane
2023-01-25,24-214,MEM,AWAY,GSW,L (-2),1,34:07,7,17,.412,2,7,.286,4,6,.667,0,3,3,4,1,1,3,3,20,11.3,+9,Desmond Bane
2023-01-27,24-216,MEM,AWAY,MIN,L (-11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Desmond Bane
2023-01-29,24-218,MEM,HOME,IND,W (+12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Desmond Bane
2023-02-01,24-221,MEM,HOME,POR,L (-10),1,25:32,7,16,.438,2,7,.286,1,1,1.000,0,0,0,3,1,1,3,4,17,7.8,-10,Desmond Bane
2023-02-02,24-222,MEM,AWAY,CLE,L (-15),1,32:25,8,15,.533,6,7,.857,3,3,1.000,0,2,2,1,0,0,2,3,25,15.8,-7,Desmond Bane
2023-02-05,24-225,MEM,HOME,TOR,L (-3),1,32:45,10,17,.588,4,7,.571,2,2,1.000,0,2,2,4,4,1,2,2,26,23.4,+2,Desmond Bane
2023-02-07,24-227,MEM,HOME,CHI,W (+15),1,34:40,6,12,.500,3,8,.375,2,2,1.000,0,6,6,5,2,1,2,3,17,15.8,+12,Desmond Bane
2023-02-10,24-230,MEM,HOME,MIN,W (+21),1,32:04,6,12,.500,1,4,.250,7,7,1.000,0,7,7,5,3,0,3,1,20,19.2,+23,Desmond Bane
2023-02-12,24-232,MEM,AWAY,BOS,L (-10),1,33:50,7,14,.500,3,7,.429,1,1,1.000,1,5,6,7,1,2,2,2,18,17.7,+5,Desmond Bane
2023-02-15,24-235,MEM,HOME,UTA,W (+6),1,31:48,9,20,.450,2,7,.286,4,5,.800,4,2,6,4,1,0,1,3,24,18.2,+7,Desmond Bane
2023-02-23,24-243,MEM,AWAY,PHI,L (-5),1,32:24,10,20,.500,4,12,.333,1,1,1.000,2,6,8,2,0,0,3,2,25,15.8,0,Desmond Bane
2023-02-25,24-245,MEM,HOME,DEN,W (+18),1,24:32,4,13,.308,1,7,.143,1,1,1.000,2,3,5,4,1,1,1,1,10,7.9,+8,Desmond Bane
2023-02-28,24-248,MEM,HOME,LAL,W (+12),1,30:10,7,13,.538,0,2,.000,2,3,.667,0,5,5,3,4,1,0,2,16,16.8,+11,Desmond Bane
2023-03-01,24-249,MEM,AWAY,HOU,W (+14),1,29:10,12,17,.706,6,9,.667,0,0,,1,8,9,6,0,1,1,4,30,28.3,+31,Desmond Bane
2023-03-03,24-251,MEM,AWAY,DEN,L (-16),1,29:57,5,13,.385,2,7,.286,7,7,1.000,2,2,4,0,0,0,2,2,19,11.1,-7,Desmond Bane
2023-03-05,24-253,MEM,AWAY,LAC,L (-6),1,35:23,12,22,.545,4,9,.444,2,2,1.000,1,3,4,6,0,1,1,4,30,23.3,-8,Desmond Bane
2023-03-07,24-255,MEM,AWAY,LAL,L (-9),1,34:45,3,14,.214,0,5,.000,1,2,.500,0,5,5,5,0,1,2,3,7,0.5,-8,Desmond Bane
2023-03-09,24-257,MEM,HOME,GSW,W (+21),1,31:50,9,16,.563,2,5,.400,1,2,.500,0,2,2,6,0,0,0,2,21,17.0,+19,Desmond Bane
2023-03-11,24-259,MEM,HOME,DAL,W (+4),1,34:40,8,18,.444,2,5,.400,7,8,.875,1,6,7,8,0,0,3,3,25,19.1,+6,Desmond Bane
2023-03-13,24-261,MEM,AWAY,DAL,W (+16),1,29:10,7,13,.538,3,8,.375,6,7,.857,1,7,8,7,0,0,3,2,23,20.2,+21,Desmond Bane
2023-03-15,24-263,MEM,AWAY,MIA,L (-19),1,21:54,4,11,.364,2,7,.286,1,1,1.000,0,4,4,3,1,0,5,3,11,3.0,-7,Desmond Bane
2023-03-17,24-265,MEM,AWAY,SAS,W (+6),1,38:54,10,22,.455,1,5,.200,0,0,,0,8,8,7,3,1,0,5,21,18.6,-6,Desmond Bane
2023-03-18,24-266,MEM,HOME,GSW,W (+14),1,34:07,10,17,.588,3,5,.600,3,4,.750,2,2,4,2,1,0,4,1,26,17.7,+25,Desmond Bane
2023-03-20,24-268,MEM,HOME,DAL,W (+4),1,34:34,7,17,.412,1,7,.143,2,3,.667,0,6,6,2,1,0,6,2,17,4.9,-8,Desmond Bane
2023-03-22,24-270,MEM,HOME,HOU,W (+5),1,35:08,6,13,.462,3,8,.375,5,5,1.000,1,2,3,7,1,0,0,1,20,20.1,+7,Desmond Bane
2023-03-24,24-272,MEM,HOME,HOU,W (+37),1,20:25,10,13,.769,5,7,.714,0,0,,2,2,4,1,2,1,1,4,25,22.7,+24,Desmond Bane
2023-03-26,24-274,MEM,AWAY,ATL,W (+4),1,33:39,11,18,.611,3,6,.500,0,0,,1,2,3,5,0,0,2,3,25,18.4,+6,Desmond Bane
2023-03-28,24-276,MEM,HOME,ORL,W (+5),1,36:11,8,19,.421,3,8,.375,12,14,.857,0,4,4,5,3,0,6,3,31,20.6,+14,Desmond Bane
2023-03-29,24-277,MEM,HOME,LAC,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Desmond Bane
2023-03-31,24-279,MEM,HOME,LAC,W (+14),1,38:24,9,18,.500,2,5,.400,2,2,1.000,0,3,3,9,3,0,1,2,22,21.4,,Desmond Bane
2023-04-02,24-281,MEM,AWAY,CHI,L (-21),1,33:09,8,12,.667,2,3,.667,3,3,1.000,0,5,5,4,0,1,4,4,21,15.2,-11,Desmond Bane
2023-04-04,24-283,MEM,HOME,POR,W (+10),1,36:28,12,22,.545,5,12,.417,1,2,.500,2,5,7,5,0,1,1,2,30,24.3,+5,Desmond Bane
2023-04-05,24-284,MEM,AWAY,NOP,L (-7),1,42:34,9,21,.429,2,8,.250,4,5,.800,2,2,4,5,1,0,1,6,24,15.6,-2,Desmond Bane
2023-04-07,24-286,MEM,AWAY,MIL,W (+23),1,31:20,6,12,.500,4,9,.444,0,0,,0,8,8,6,0,0,2,3,16,13.4,+11,Desmond Bane
2023-04-09,24-288,MEM,AWAY,OKC,L (-15),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Desmond Bane
